ID,Image Url,Video Url,Product Desc,Origin Price,Discount Price,Discount,Sales180Day,Positive Feedback,Product Url
264.0,https://ae-pic-a1.aliexpress-media.com/kf/S0ee1cdc037b74ef1878842c084161c98O.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/228081202/p/1/e/6/t/10301/4000180734216.mp4,SHIMANO DEORE M6100 12s Groupset SL M6100 ידית הילוכים RD M6100 SGS מעביר אחורי 12 הילוכים 12V SHIFTER SWTICH Basic M7100 M8100,USD 90.69,USD 42.62,53.00%,,97.90%,https://s.click.aliexpress.com/e/_opfgb7L
265.0,https://ae-pic-a1.aliexpress-media.com/kf/Sc9c3a166377543369cf98585c4e4db49z.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2212660014157/p/1/e/6/t/10301/343666005316.mp4,BraceTop 1 זוג מגן ברכיים למבוגרים אופני רכיבה על אופניים הגנת מרפקים כדורסל ספורט ברכיים מגני ברכיים כיסויי ברכיים מגן נגד התנגשות,USD 17.64,USD 10.58,40.00%,,90.00%,https://s.click.aliexpress.com/e/_oEFScIl
266.0,https://ae-pic-a1.aliexpress-media.com/kf/Sa3a6e68ce1d84a47aacfc62f49d118b0p.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2672304275/p/1/e/6/t/10301/1100153027205.mp4,מגן ברכיים מוטוקרוס מוסמך LS2 CE מעובה Moto ברכיים מגן נגד החלקה MTB רכיבה על אופניים אביזרי אופנוע ברכיים שין מגן,USD 65.95,USD 22.21,66.00%,,97.90%,https://s.click.aliexpress.com/e/_oD1S2gD
267.0,https://ae-pic-a1.aliexpress-media.com/kf/S68153927149f43cb8eeae9437c3137b0h.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2668730147/p/1/e/6/t/10301/4000227342376.mp4,ANBERNIC RG40XXV קונסולת משחק כף יד 4''IPS מסך פלט וידאו ג'ויסטיק RGB אפקט תאורה הזרמת RG 40XXV Ebook MP4 מתנת,USD 108.54,USD 74.89,31.00%,,96.40%,https://s.click.aliexpress.com/e/_onBTPXF
268.0,https://ae-pic-a1.aliexpress-media.com/kf/S5831a4586d7547a8808a769d683f9a32Q.png,,SHIMANO DEORE XT M8100 1X12 Speed Groupset מעביר אחורי SGS ידית הילוכים ימנית SUNSHINE HG סוג קסטה CN-M6100 חלקי אופניים,USD 287.12,USD 132.08,54.00%,,83.00%,https://s.click.aliexpress.com/e/_onFyZBF
269.0,https://ae-pic-a1.aliexpress-media.com/kf/Sffa4801629ac44d6a2f78d07cd972247t.jpg,,CREALITY 3D 1KG 1.75mm PLA Filament ללא הסתבכות דיוק מימדי חזק של מליטה +/-0.02mm עבור מדפסת Ender 3 V2 all FDM 3D,USD 73.93,USD 26.64,63.00%,,98.40%,https://s.click.aliexpress.com/e/_oFf5RQv
270.0,https://ae-pic-a1.aliexpress-media.com/kf/Sac622c7878dc4f06ad4453883dcef555o.jpg,,CAIRBULL משולבות קלות אופני הרים קסדות גבר עבור Downhill BMX מבוגרים פנים מלאות Aero מוטוקרוס קסדת רכיבה על אופניים נושמת,USD 93.95,USD 53.55,43.00%,,92.70%,https://s.click.aliexpress.com/e/_oEmtFWZ
271.0,https://ae-pic-a1.aliexpress-media.com/kf/S7ccc496af1614e8580d7d8726b3f14eaX.jpg,,LTWOO AX 1X11 Speed Groupset Shifter Rear Deailleur NEWBIE שרשרת לאופני הרים MTB Sunshine Cassette 11-42T 46T 50T 11-52T,USD 124.26,USD 62.92,49.00%,,94.70%,https://s.click.aliexpress.com/e/_omDE2kp
272.0,https://ae-pic-a1.aliexpress-media.com/kf/S3f683ddfa6634ebfa3948bc7b556abaaA.png,https://video.aliexpress-media.com/play/u/ae_sg_item/2675281941/p/1/e/6/t/10301/1100189454367.mp4,קסדת אופני הרים Full Face MTB DH קרוס קאנטרי Ultralight משולבת כביש חצי קסדה בטיחות אופניים חשמליים,USD 97.28,USD 43.78,55.00%,,100.00%,https://s.click.aliexpress.com/e/_olS4K29
273.0,https://ae-pic-a1.aliexpress-media.com/kf/Se14d318c7b6e4ecc8aa4edc4fcc3e519j.jpg,,"מאוורר סילון טורבו Violent Fan s7 מפוח אוויר חזק 200W מאוורר תעלות עוצמה גבוהה מיני טורבו סילון מאוורר 140000 סל""ד רוחות חזקות טורבו מאוורר",USD 425.72,USD 42.57,90.00%,,100.00%,https://s.click.aliexpress.com/e/_op7yku1
274.0,https://ae-pic-a1.aliexpress-media.com/kf/S8abf44074dba47839330ef9d9ccefd2cY.jpg,,SHIMANO DEORE M6100 Groupset 1X12 Speed Shifter מעבירים אחורי FC-M6100-1 Crankset KMC X12 קסטה לחלקי אופניים MTB,USD 398.41,USD 199.21,50.00%,,80.00%,https://s.click.aliexpress.com/e/_ooeNiAl
275.0,https://ae-pic-a1.aliexpress-media.com/kf/S27e938c11d26457c92f7dbc559698a6bi.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/228051226/p/1/e/6/t/10301/1100063842317.mp4,קסדת אופניים רכיבת MTB אורות LED מירוץ אופני כביש קסדת גברים ונשים חוצות ספורט מקצועני רכיבה על אופניים Casco Bicicleta כובע בטיחות,USD 69.78,USD 34.19,51.00%,,95.90%,https://s.click.aliexpress.com/e/_oChtQcD
276.0,https://ae-pic-a1.aliexpress-media.com/kf/S89807efac51b4dfab85b4ef9d5497f9bG.jpg,,LEHTF 3D Downhill אופניים אופני הרים נעלי רכיבה על אופניים נעלי אימון סקייטבורד לגברים נעלי רכיבה עמידות ללבוש פתיחת נעילה,USD 80.77,USD 38.76,52.00%,,86.70%,https://s.click.aliexpress.com/e/_opYQNCl
277.0,https://ae-pic-a1.aliexpress-media.com/kf/Sf4b2ba076ce14af8aca7aa77f9fdfe813.jpg,,SHIMANO SLX M7100 1x12s Groupset 12s M7100 ידית הילוכים M7100 M7120 מעביר אחורי 12S Groupset SL RD MTB מיני סט,USD 120.12,USD 62.56,47.00%,,100.00%,https://s.click.aliexpress.com/e/_oDEW5Qt
278.0,https://ae-pic-a1.aliexpress-media.com/kf/Sfc249e686b13422cb061ce5d11dfe99df.jpg,,"קסדת חצי שביל בירידה עם אורות, ציוד רכיבה, קסדת בטיחות, קסדת אופני חוץ, אופני הרים",USD 71.95,USD 43.17,40.00%,,100.00%,https://s.click.aliexpress.com/e/_oEqBelL
279.0,https://ae-pic-a1.aliexpress-media.com/kf/Scb14f404338a4b27909b81fdcce81f20j.jpg,,SHIMANO XTR M9100 1x12Speed עבור אופני הרים M9100 Shifter RD מעביר אחורי SGS 12 הילוכים מקוריים לאופניים,USD 328.94,USD 151.08,54.00%,,94.50%,https://s.click.aliexpress.com/e/_olPKIZL
280.0,https://ae-pic-a1.aliexpress-media.com/kf/S728e18c6e4cb406783139e52741f4eaeS.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/117773835/p/1/e/6/t/10301/4000181230760.mp4,SFK קיבולת גדולה חבילת מיכל אופנוע רב תכליתי תיק עמיד למים עיצוב קיבוע יניקה מגנטי Moto תיק מושב אחורי,USD 105.04,USD 52.52,50.00%,,100.00%,https://s.click.aliexpress.com/e/_olpxJZR
281.0,https://ae-pic-a1.aliexpress-media.com/kf/S13728133807e4d5bb93dcd44e171eb23V.png,,WALGUN אופניים משולבים קסדת בטיחות ניידת MTB אופני הרים קסדות גברים נשים Ciclismo Motociclista קסדת רכיבה שחורה,USD 70.46,USD 34.89,50.00%,,100.00%,https://s.click.aliexpress.com/e/_oF4Kcad
282.0,https://ae-pic-a1.aliexpress-media.com/kf/S300dc08edabe487a94eb45d4b1fd1634K.jpg,,SHIMANO Deore M5100 1X11 Speed מעבירים קבוצת סט 11S ידית הילוכים אחורי מעביר CN HG601 Sunshine קסטה שרשרת,USD 290.30,USD 148.05,49.00%,,100.00%,https://s.click.aliexpress.com/e/_oEEQP7x
283.0,https://ae-pic-a1.aliexpress-media.com/kf/S7bb2134bf55c40f3b1e80900b3c2815dk.jpg,,SHIMANO DEORE M6100 12S קבוצת מעבירים 12 הילוכים ידית הילוכים 1X12S CN שרשרת RD CS SUNSHINE 52T HG CRANKSET קסטה,USD 294.81,USD 156.68,46.00%,,100.00%,https://s.click.aliexpress.com/e/_omWzGt7
284.0,https://ae-pic-a1.aliexpress-media.com/kf/Scd739f12f2b34ed4b6d87d8be0139b9b3.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/1720121321/p/1/e/6/t/10301/299079121481.mp4,WOSAWE מגן החלקה על רולר מגן ברכיים מגן ברכיים מגן שורש כף היד מבוגרים רכיבה על סקייטבורד סקי אופנוע סט ציוד מגן,USD 26.75,USD 14.71,45.00%,,96.00%,https://s.click.aliexpress.com/e/_oB7IOZx
285.0,https://ae-pic-a1.aliexpress-media.com/kf/S6b0a564165b84d158e12ccf7665ee8dfX.jpg,,Shimano DEORE FC-M6100 FC-M6120 12Speed 170MM 32T 12S FRONT CHAINRING CRANKSET 12V CRANKARM CHAINWHEEL חלקים מקוריים SM-BB52,USD 109.93,USD 65.96,40.00%,,96.70%,https://s.click.aliexpress.com/e/_oFsvJDn
286.0,https://ae-pic-a1.aliexpress-media.com/kf/Sb331cd54d9514f7e862ff42e811ec00cb.jpg,,SHIMANO DEORE XT M8100 1X12 Speed Groupset מעביר אחורי SGS ידית הילוכים ימנית SUNSHINE HG סוג קסטה CN-M6100 חלקי אופניים,USD 280.77,USD 149.22,46.00%,,100.00%,https://s.click.aliexpress.com/e/_ok6nJJx
287.0,https://ae-pic-a1.aliexpress-media.com/kf/S67b57d0bd7314a568d9732f7485808246.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/6000720112/p/1/e/6/t/10301/4000230426747.mp4,מקיטה DDF487 מברג 18V מקדחה חשמלית ללא מברשות מקדחה של קישוט צוות כלים חשמליים לסוללת Makita 18V,USD 70.01,USD 30.81,56.00%,,81.30%,https://s.click.aliexpress.com/e/_oFU8sPf
288.0,https://ae-pic-a1.aliexpress-media.com/kf/Hb227e2f25bea40ab97ae16623b7784df2.jpg,,SHIMANO DEORE M4100 M5120 Cues U6000 1x10 Speed Groupset MTB אופני הרים SL-M4100 ידית הילוכים אחורית שרשרת קסטה Dearilleur,USD 171.24,USD 86.70,49.00%,,100.00%,https://s.click.aliexpress.com/e/_ol6P7u9
289.0,https://ae-pic-a1.aliexpress-media.com/kf/S021895a1e39a4b598d045a40561d1169a.png,,MTB קסדת מלאה בירידה בחוץ ספורט מוטוקרוס מירוץ קסדת אופניים לגברים קסדת בטיחות אופני הרים קלה במיוחד,USD 145.03,USD 65.26,55.00%,,93.30%,https://s.click.aliexpress.com/e/_opICNsN
290.0,https://ae-pic-a1.aliexpress-media.com/kf/Se24dd302f2954a3f87de5019f2b563ccl.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/233053821/p/1/e/6/t/10301/1100151757022.mp4,XOD E-Bike אופניים חשמליים מתקפלים MTB בלם דיסק הידראולי כיבוי לנהיגה בלם דיסק שמן של חלקי קליפר בלם אופניים,USD 13.80,USD 9.11,34.00%,,92.20%,https://s.click.aliexpress.com/e/_opTUrM9
291.0,https://ae-pic-a1.aliexpress-media.com/kf/S00e12e44bc514e6195a305cb22dcef28U.png,,"קסדת אופני הרים קלה במיוחד, קסדת MTB קרוס קאנטרי, קסדת רכיבה מתכווננת, DH Speed Down, ציוד אופני כביש",USD 97.05,USD 45.62,53.00%,,100.00%,https://s.click.aliexpress.com/e/_olfvhUl
292.0,https://ae-pic-a1.aliexpress-media.com/kf/S86edd6b4dc36463d98bedc4b213689c2l.jpg,,"Shimano BR BL MT200 בלם אופניים MTB בלם דיסק הידראולי בלם דיסק 750/800/1350/1450/1500 מ""מ בלמי מהדק הרים משודרגים MT315",USD 36.40,USD 21.84,40.00%,,80.00%,https://s.click.aliexpress.com/e/_oEZA4N7
293.0,https://ae-pic-a1.aliexpress-media.com/kf/Saa5e8077525144439f496408cf9b633fX.jpg,,BATFOX קסדת אופניים מירוץ קרוס קאנטרי גלישה על סקייטבורד מהירות ירידה קסדת רכיבה גברים קטנוע חשמלי קל מעוצב באופן אינטגרלי,USD 39.34,USD 33.44,15.00%,,95.00%,https://s.click.aliexpress.com/e/_olgcFIp
294.0,https://ae-pic-a1.aliexpress-media.com/kf/HTB1y8QUi79WBuNjSspeq6yz5VXa5.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2891811257/p/1/e/6/t/10301/230479072432.mp4,"רוטור בלם דיסק KCNC Kasditor, קירור מתן חום צף, 160 מ""מ, 180 מ""מ MTB, DH, SUS 420, סופר קל 95 גרם",USD 54.00,USD 35.10,35.00%,,95.00%,https://s.click.aliexpress.com/e/_oCRRJ0l
295.0,https://ae-pic-a1.aliexpress-media.com/kf/S50af340987224e01b0a179efa0bb075eI.jpg,,BATFOX 3/4 BMX קסדת אופניים Mtb OFF Road חצי קסדת אופני הרים מרוץ משולבת הגנת אוזניים קסדת רכיבה על אופניים,USD 49.36,USD 41.46,16.00%,,96.90%,https://s.click.aliexpress.com/e/_oCl4pfx
296.0,https://ae-pic-a1.aliexpress-media.com/kf/Se400f2ffac7d4c8084f0705ee78fe2d2R.jpg,,SHIMANO CUES U6000 1X10Speed מנוף הילוכים SL-U6000-10R מעביר אחורי SGS CS-LG400-10 48T CN-LG500 ארכובה מקורי,USD 280.82,USD 148.83,47.00%,,86.70%,https://s.click.aliexpress.com/e/_onxtzmh
297.0,https://ae-pic-a1.aliexpress-media.com/kf/Sb67eaea09a3e4665a0c92bc778c9c638b.png,,קסדת רכיבה על אופניים מלאה במיוחד לגברים ולנשים MTB Downhill קסדת אופניים מירוצי אופניים קאסק ציוד מקצועי,USD 134.70,USD 64.66,52%,,100.00%,https://s.click.aliexpress.com/e/_op2v2z7
298.0,https://ae-pic-a1.aliexpress-media.com/kf/S68c80341906242a79b0b4670ea055751q.jpg,,SHIMANO CUES 9S U4000 MTB Groupset 1X9 SPEED 48T קסטה 170/175x32/34/36/38T RIRO XT CRANKSET,USD 239.31,USD 119.07,50%,,100.00%,https://s.click.aliexpress.com/e/_oo9bJhP
299.0,https://ae-pic-a1.aliexpress-media.com/kf/S6773813562c745b3aeca39941194b5c6a.jpg,,נעלי אופניים נוחות להליכה חיקוי פרווה ללא מנעול נעלי סקייטבורד לרכיבה על אופניים עם נעל דוושה שטוחה לאופני הרים,USD 82.71,USD 39.69,52%,,100.00%,https://s.click.aliexpress.com/e/_ommxKcD
300.0,https://ae-pic-a1.aliexpress-media.com/kf/S1537e5a47de5468cbf5f2bc680431ed08.png,,קסדת רכיבה על אופניים MTB Fullface Ultralight משולב ציוד מירוץ מקצועי לגבר בחוץ ספורט מוטוקרוס אופני Protect,USD 122.30,USD 61.15,50%,,80.00%,https://s.click.aliexpress.com/e/_oCDiyjr
301.0,https://ae-pic-a1.aliexpress-media.com/kf/S3a463ccbfe0640afb6f730e143a71c23M.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/234377875/p/1/e/6/t/10301/1100088113916.mp4,SHIMANO DEORE FC M5100 ארכובה מקורי 1x11 Speed MTB 34/36T ארכובה WUZEI שרשרת BB MT501/MT500/BB52 עבור Saint MTB Crankset,USD 120.87,USD 49.56,59%,,96.40%,https://s.click.aliexpress.com/e/_oniKsN7
302.0,https://ae-pic-a1.aliexpress-media.com/kf/Sd4803cbb38ca4668932ca89223cc2526N.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/238178090/p/1/e/6/t/10301/4000072412056.mp4,מעביר אחורי INGRID RD1 עבור SHIMANO SRAM 11 הילוכים 12 מהירויות כביש MTB מעביר אופני,USD 118.80,USD 85.54,28%,,92.90%,https://s.click.aliexpress.com/e/_omFruy1
303.0,https://ae-pic-a1.aliexpress-media.com/kf/Hba648e890d3a4d05923f7efd758e7ab5j.jpg,,FOSS 16/20/24/26/650B/29/700C צמיגים פנימיים לאופניים כביש MTB אופני כביש פנים צמיג צינור נגד פנצ'ר צינור לאופניים צמיג אופניים,USD 11.25,USD 6.75,40%,,95.60%,https://s.click.aliexpress.com/e/_oFzDz9P
304.0,https://ae-pic-a1.aliexpress-media.com/kf/Sd3d52e77ea694daf9b1d7ce870930369C.jpg,,DEWALT DCF860 20V סוללה מקדחה קומפקטית אלחוטית / התקן רב תכליתי מקדחה חשמלית ללא מברשות כלי חשמלי,USD 97.63,USD 45.89,53%,,92.90%,https://s.click.aliexpress.com/e/_okMY0WN
305.0,https://ae-pic-a1.aliexpress-media.com/kf/S3d440b41c7a34a4d8f0dd93192c4b682v.jpg,,KOOZER XM490 PRO BOOST רכזת אופניים אטום גל פלדה מיסב 148x12MM 110x15MM 141x5MM רכזות רעש 28/32 חורים מאשר D792SB 350,USD 49.99,USD 25.00,50%,,99.30%,https://s.click.aliexpress.com/e/_oow425j
306.0,https://ae-pic-a1.aliexpress-media.com/kf/S3e56e40b62e847bcaf86cfc8db8c78acV.jpg,,CXWXC עמיד למים נעלי רכיבה על אופניים חסינות גשם כיסויי נעלי מגפי רכיבה חמים עבור Mtb אופני כביש נעלי חורף מגפונים כיסוי מגן,USD 25.13,USD 17.59,30%,,100.00%,https://s.click.aliexpress.com/e/_okGRv7F
307.0,https://ae-pic-a1.aliexpress-media.com/kf/Sd657db26db194e7f9c1ef789650e4227R.jpg,,MAKITA DTD172Z סוללת ליתיום ללא מברשות פונקציית זיכרון מברג 4 מצבים,USD 97.37,USD 39.92,59%,,88.00%,https://s.click.aliexpress.com/e/_ooZRxID
308.0,https://ae-pic-a1.aliexpress-media.com/kf/Sdbc3951aaccf4e9d9dadaec8b7a1d3f8n.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/244055355/p/1/e/6/t/10301/1100089474515.mp4,"Shimano Deore M5100 ארכובה 10/11S ארכובה אופני הרים FC-M5100-1 170/175 מ""מ ארכובה תושבת תחתונה BB52 M500 M501",USD 109.26,USD 54.63,50%,,90.80%,https://s.click.aliexpress.com/e/_olkIg97
309.0,https://ae-pic-a1.aliexpress-media.com/kf/S6616e19ea4294a679560cf6ab8d8260aS.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/228081202/p/1/e/6/t/10301/1100045388486.mp4,SHIMANO DEORE XT CS M8100 12 הילוכים 12S 10-51T MTB אופני הרים קסטה גלגל שיניים CS-M8100 חלקי אופניים 12v,USD 202.58,USD 95.21,53%,,92.60%,https://s.click.aliexpress.com/e/_oDSOWh7
310.0,https://ae-pic-a1.aliexpress-media.com/kf/S132e78468ec749c38400106c77e7204fr.jpg,,Shimano Deore M6100 1X12 Speed Groupset עבור אופני הרים MTB 12V ידית הילוכים CN RD מעבירים 51T קסטה ערכות אופניים מקוריות,USD 234.47,USD 114.89,51%,,92.90%,https://s.click.aliexpress.com/e/_oEp7uCD
311.0,https://ae-pic-a1.aliexpress-media.com/kf/Sb0d05a6399904ef9a532a244e82b9f96T.png,https://video.aliexpress-media.com/play/u/ae_sg_item/2676146010/p/1/e/6/t/10301/1100206739038.mp4,"TANKE 4 בוכנות אופני MTB בלם הידראולי 900/1700 מ""מ לחץ שמן בלם מפוצל הר AM DH אופני כביש שדרוג בלם דיסק",USD 69.03,USD 33.93,50%,,91.70%,https://s.click.aliexpress.com/e/_omEPhdR
312.0,https://ae-pic-a1.aliexpress-media.com/kf/S6e7a87d98d134951b8458340ce8d22f9w.jpg,,חישוק מיני כדורסל לילדים עם לוח תוצאות אלקטרוני כדור ספורט לוח אחורי חיצוני מקורה אביזר תרגיל צעצועי משחק מצחיקים,USD 7.94,USD 3.89,50%,,84.00%,https://s.click.aliexpress.com/e/_oBw6yTB
313.0,https://ae-pic-a1.aliexpress-media.com/kf/S69d1140afbfe45be9f175e1eb2115bf1L.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2672185504/p/1/e/6/t/10301/1100172077955.mp4,"IIIPRO 800/1550 מ""מ E2 קדמי אחורי 2 בוכנות לחץ שמן אופניים בלם דיסק הידראולי רב צבע MTB DH AM אופני כושר חלקי בלם",USD 24.28,USD 12.14,50%,,100.00%,https://s.click.aliexpress.com/e/_oDoLk1F
314.0,https://ae-pic-a1.aliexpress-media.com/kf/S37a0c2c43e834372890b51b8586ff1ec0.jpg,,Shimano SLX XT Deore M8100 M7100 M6100 קסטה 12 הילוכים Micro Spline K7 12V Sprocket 10-51T MTB Freewheel 12S ראצ'ט לאופניים,USD 169.04,USD 69.31,59%,,95.00%,https://s.click.aliexpress.com/e/_o2DPwkZ
315.0,https://ae-pic-a1.aliexpress-media.com/kf/Sba0dd4216b484d7f9db4da61b316e1e3V.jpg,,אימון כדורסל פנימי וחיצוני תחרות ספורט למבוגרים מס' 7 זמש כדורסל ספיגת זיעה וספיגת לחות,USD 25.97,USD 13.17,49%,,90.00%,https://s.click.aliexpress.com/e/_oBqkPtX
316.0,https://ae-pic-a1.aliexpress-media.com/kf/S5e8bc2c2d97c49679fe9b0679911d1e1S.jpg,,IIIPRO בלם הידראולי לאופניים 4-בוכנות 800/1550MM MTB בלמי אופניים בלם דיסק שמן מינרלי לפריסה מלאה ניתוב כבל AM DH,USD 188.33,USD 94.63,49%,,100.00%,https://s.click.aliexpress.com/e/_oEOue1L
317.0,https://ae-pic-a1.aliexpress-media.com/kf/Sec55f91b94e44e5ca2b6c4e4e0ee6594E.jpg,,מכונת קפה ניידת תואמת לקפסולות K Cup טחון קפה כף יד מכונת קפה מופעלת ידנית לטיולי קמפינג,USD 66.23,USD 23.18,65%,,85.00%,https://s.click.aliexpress.com/e/_oB9lzT7
318.0,https://ae-pic-a1.aliexpress-media.com/kf/S4090e4afdb05487a967db72531084c1cK.jpg,,SHIMANO DEORE MT410 MT420 קליפר בלם דיסק הידראולי 2 או 4 בוכנות MTB BL-MT401 BR-MT410 BR-MT420 עבור חלקי MTB אופני הרים,USD 189.69,USD 93.56,50%,,95.00%,https://s.click.aliexpress.com/e/_oEyfhKZ
319.0,https://ae-pic-a1.aliexpress-media.com/kf/Sbba19b85a0284258ba4ce3d8a12ac2f1m.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/244055355/p/1/e/6/t/10301/1100090596888.mp4,Shimano SLX M7100 גלגל שיניים קסטה 12 מהירויות 10-51T K7 Freewheel אופני הרים MTB 12 הילוכים חלקי אופניים מקוריים,USD 140.76,USD 77.42,45%,,100.00%,https://s.click.aliexpress.com/e/_opBaBzR
320.0,https://ae-pic-a1.aliexpress-media.com/kf/S4592a638842f48ac90cb5790eb8a606eU.jpg,,Topeak 0.3L תיק מושב אופניים MTB אופני כביש תיק אוכף עמיד למים במיוחד חבילת זנב רכיבה ניידת עם כלי תיקון נסתר,USD 31.63,USD 22.14,30%,,100.00%,https://s.click.aliexpress.com/e/_onVKgPP
321.0,https://ae-pic-a1.aliexpress-media.com/kf/Saf129e706177455b962b376823976d2dN.jpg,,נעלי רכיבה ללא מנעול גברים נשים טיולי חוץ רכיבה על אופניים אימון ספורט נעלי רכיבה על אופניים מונעות החלקה לנשימה רשת לנשימה,USD 84.96,USD 40.76,52%,,93.30%,https://s.click.aliexpress.com/e/_ol13w9L
322.0,https://ae-pic-a1.aliexpress-media.com/kf/S88f9ce36f11c4b51ad90cbe609d7fb623.jpg,,צעצועי חישוק כדורסל לבנים בנות 3+ שנים סוג קיר מתקפל חישוק כדורסל לזרוק משחקי חוץ פנימיים ספורט ילדים 농구골대,USD 3.83,USD 1.90,50%,,100.00%,https://s.click.aliexpress.com/e/_oFrUsnP
323.0,https://ae-pic-a1.aliexpress-media.com/kf/S69c5897a3ea74eb09ea7344bddfb17b6F.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2685987082/p/1/e/6/t/10301/4000228516701.mp4,100% מקורי/מקורי Makita 18v סוללה bl1850b BL1850 bl1860 bl 1860 bl1830 bl1815 bl1840b LXT400 6.0Ah למקדחה לכלי Makita,USD 30.15,USD 12.36,59%,,100.00%,https://s.click.aliexpress.com/e/_okNb7OZ
324.0,https://ae-pic-a1.aliexpress-media.com/kf/S934ccbdc5bcc49bfae679fedcaeb40941.jpg,,"1/4 אינץ' 4000 סל""ד ללא מברשת מברג חשמלי 21+1 הילוך שני מהירויות מקדחה חשמלית אלחוטית לסוללת Makita 18v",USD 49.66,USD 25.44,48%,,91.60%,https://s.click.aliexpress.com/e/_ome2fKv
325.0,https://ae-pic-a1.aliexpress-media.com/kf/S8cc20dbc7290478fb6c9968340cfef9av.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/242519515/p/1/e/6/t/10301/1100174378517.mp4,"E-Bike אופניים מתקפלים חשמליים XT 4 בוכנות הידראולי כיבוי דיסק בלמי לחץ שמן בלמים 950/1850 מ""מ ארבע בוכנות Ultralight",USD 35.85,USD 23.66,34%,,93.90%,https://s.click.aliexpress.com/e/_ooK8s2H
326.0,https://ae-pic-a1.aliexpress-media.com/kf/Sbe82e127ef2b4d7d9c343b96c86615b9q.png,https://video.aliexpress-media.com/play/u/ae_sg_item/2676146010/p/1/e/6/t/10301/1100206739038.mp4,"TANKE MTB 4 בוכנה בלם דיסק הידראולי 2200 מ""מ בלם לחץ שמן מפוצל הר AM DH אופני כביש אלקטרוני שדרוג בלם אופני כביש",USD 72.10,USD 38.32,46%,,80.00%,https://s.click.aliexpress.com/e/_olSwFVR
327.0,https://ae-pic-a1.aliexpress-media.com/kf/S16f052c417bd4dc08e28cc26a6a6f854b.jpg,,Shimano XT M8100 Shifter SLX M7100 12S MTB מעביר Deore 11S M5100 M4100 אופני הרים 10S אצבע חלקי אופניים 11 הילוכים,USD 30.19,USD 14.89,50%,,100.00%,https://s.click.aliexpress.com/e/_okKdx85
328.0,https://ae-pic-a1.aliexpress-media.com/kf/Sd9e2d75a361e4030b3aca19e9593dafaN.png,,18V 1/4 אינץ' חשמלי נטענת מופעל באמצעות סוללה ללא מברשות מברג מקדחה אלחוטי,USD 93.11,USD 45.30,51%,,92.80%,https://s.click.aliexpress.com/e/_oF9GKEl
329.0,https://ae-pic-a1.aliexpress-media.com/kf/S6be147d272f74a55b6986d7a7e307debp.jpg,,בלם MTB 4 בוכנות בלם הידראולי ימני בלם אופני הרים בלם אופניים קירור הידראולי לחץ שמן AM DH אופניים אלקטרוניים דיסק MTB בלם,USD 24.68,USD 19.74,20%,,100.00%,https://s.click.aliexpress.com/e/_okdvU29
330.0,https://ae-pic-a1.aliexpress-media.com/kf/Sc6bcb98c216c48719860d2907e47fa86e.jpg,,Shimano SLX CS-M7000 11 Speed 11-40T 42T 46T MTB קסטה גלגל שיניים 11S HYPERGLIDE - חלקי אופניים מקוריים קסטה MTB,USD 98.11,USD 49.67,49%,,91.40%,https://s.click.aliexpress.com/e/_op0spzB
331.0,https://ae-pic-a1.aliexpress-media.com/kf/S2b99f11746cc44479bd13d41a7512342h.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/252536837/p/1/e/6/t/10301/1100141055718.mp4,"IIIPRO E4 אופניים בלם דיסק הידראולי 4 בוכנות MTB אופני הרים קליפר לחץ בלם שמן קדמי אחורי 800/1550 מ""מ חלקי רכיבה על אופניים",USD 22.88,USD 12.58,45%,,100.00%,https://s.click.aliexpress.com/e/_oF8ueCZ
332.0,https://ae-pic-a1.aliexpress-media.com/kf/Sde64da95fbca4023bc902eaf78535eeex.jpg,,Makita DTW300 מתלה מפתח ברגים ללא מברשות עובד מפתח ברגים חשמליים תותח רוח מפעל לתיקון אוטומטי,USD 92.70,USD 43.05,53%,,90.00%,https://s.click.aliexpress.com/e/_oojxIYh
333.0,https://ae-pic-a1.aliexpress-media.com/kf/Sabd9d240c3ca413aaab9cddad968d0cew.jpg,,"4 בוכנות אופני הרים אופני הרים בלם הידראולי 800/1550 מ""מ בלם אחורי קדמי קירור שמן לחץ AM DH אופני E-MTB חלק בלם דיסק",USD 15.55,USD 12.44,20%,,100.00%,https://s.click.aliexpress.com/e/_oolnt3L
